iter	Logloss
0	0.6331823036
1	0.5844872451
2	0.5355986498
3	0.4901383203
4	0.4522878365
5	0.4112703618
6	0.3698208914
7	0.3387116458
8	0.3098155268
9	0.2802562333
10	0.2553050111
11	0.2352850135
12	0.2160066409
13	0.1981901818
14	0.177566432
15	0.1634268034
16	0.1494298416
17	0.1367992826
18	0.1250962358
19	0.1160425206
20	0.1069159925
21	0.09861370492
22	0.0911259442
23	0.08377459146
24	0.0768807063
25	0.07024475932
26	0.06500348366
27	0.05945064399
28	0.05521830499
29	0.0511017589
30	0.04745405142
31	0.04403326147
32	0.04042263376
33	0.03727971273
34	0.03453998611
35	0.03228663922
36	0.02983816856
37	0.02811328606
38	0.02614075258
39	0.02456866692
40	0.02281404182
41	0.02141260485
42	0.01996963624
43	0.01869340822
44	0.01751693566
45	0.01650268708
46	0.01536248234
47	0.01448601596
48	0.01359670445
49	0.01283167805
50	0.01209840842
51	0.01157499515
52	0.01092718488
53	0.01029225394
54	0.009773294388
55	0.009267443516
56	0.008823242753
57	0.008327200967
58	0.007825111153
59	0.007422829506
60	0.007090962984
61	0.006720081139
62	0.006337279873
63	0.006004683703
64	0.005760041012
65	0.005522417362
66	0.005307493232
67	0.005080822614
68	0.004887683867
69	0.004682794006
70	0.004509372844
71	0.004343294393
72	0.004203931761
73	0.004044251826
74	0.003926014749
75	0.003795264775
76	0.00365814056
77	0.003504409933
78	0.003387802771
79	0.003262030859
80	0.003129392726
81	0.003038407143
82	0.002979395646
83	0.002910300406
84	0.002813651502
85	0.002727904074
86	0.002646643421
87	0.0025831396
88	0.002522718516
89	0.002446229008
90	0.002396308973
91	0.002364018381
92	0.002299366684
93	0.002247597099
94	0.00219827493
95	0.002138472751
96	0.002082752297
97	0.002043646347
98	0.002019727047
99	0.00198414472
100	0.001953291691
101	0.001892042818
102	0.001868099821
103	0.001819578276
104	0.001799902884
105	0.001759663622
106	0.001727711035
107	0.001707161731
108	0.001673304108
109	0.001632997915
110	0.001593464835
111	0.001577431783
112	0.001552637878
113	0.001522376358
114	0.001504791881
115	0.001487196654
116	0.001450184856
117	0.001425460772
118	0.001403211038
119	0.001367167132
120	0.001341773973
121	0.001324170885
122	0.00130757742
123	0.001283808859
124	0.001261441448
125	0.00123790119
126	0.001212919325
127	0.001192119522
128	0.001172633246
129	0.001164298598
130	0.001152316407
131	0.001131124384
132	0.001114458787
133	0.001100922511
134	0.001092067677
135	0.001077913075
136	0.001058951493
137	0.001039701266
138	0.001021130979
139	0.001003597019
140	0.001000674962
141	0.0009872613349
142	0.0009728632853
143	0.0009656771496
144	0.0009569999302
145	0.0009476205177
146	0.0009393687525
147	0.0009241852224
